url,title,duration_seconds,duration_minutes,view_count,description,transcript_downloaded,summary_done
https://www.youtube.com/watch?v=nEwLBO8e0Dw,Intro to scrolling tabs in ChatGPT Atlas,231,3.85,70797,"Learn about scrolling tabs in ChatGPT Atlas with Darin Fisher from OpenAI — search across tabs with Cmd+Shift+A, drag-and-drop to reorder, and explore even more tab controls.  chatgpt.com/atlas",success,
https://www.youtube.com/watch?v=DupfnOCH-JI,Work smarter with your company knowledge in ChatGPT,38,0.63,84347,"Get answers specific to your business in ChatGPT.  Introducing company knowledge — a new way to work with all the context from your connected apps like Slack, SharePoint, Google Drive, and...",error: Transcripts disabled for video DupfnOCH-JI,
https://www.youtube.com/watch?v=Ej6hnsQgV_c,Introducing ChatGPT Atlas,98,1.63,466193,"Meet our new browser—ChatGPT Atlas.  With Atlas, ChatGPT can come with you anywhere across the web—helping you in the window right where you are, understanding what you’re trying to do,...","error: Unexpected error: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",
https://www.youtube.com/watch?v=9wxmlwRaZHc,Space with ChatGPT,30,0.5,70328,Find the perfect place and set up your study routine with ChatGPT.  🎧 Music: Following the Feeling by Tommy Newport,success,
https://www.youtube.com/watch?v=sd21Igx4HtA,OpenAI Codex in your code editor,421,7.02,181760,"Use Codex right in your code editor with the new IDE extension for VS Code, Cursor and other forks.  In this video, Gabriel Peal and Romain Huet show you how to explore code, implement new...",success,
https://www.youtube.com/watch?v=iqNzfK4_meQ,Using OpenAI Codex CLI with GPT-5-Codex,343,5.72,160046,"Learn how to use the Codex CLI + GPT-5-Codex in just 5 minutes.   In this tutorial, Eason Goodale and Romain Huet show you how to build a multiplayer game with Codex — without writing a single...",success,
https://www.youtube.com/watch?v=hNr5EebepYs,Build Hour: Responses API,3076,51.27,21024,"The Responses API is our flagship API for building agents. This Build Hour shows how the Responses API unlocks persistent reasoning, hosted tools, and multimodal workflows for GPT-5.  Steve...",success,
https://www.youtube.com/watch?v=qqAbVTFnfk8,OpenAI x Broadcom — The OpenAI Podcast Ep. 8,1730,28.83,102765,OpenAI and  Broadcom are teaming up to design our own chips—bringing lessons from building frontier models straight into the hardware. In partnership with Broadcom and alongside our other...,success,
https://www.youtube.com/watch?v=0SccjZ6Yfi8,"What Work Looks Like with ChatGPT | Write, Research, Code, Create",109,1.82,76079,"ChatGPT is becoming a bigger part of everyday work. It helps teams move from idea to execution faster, analyzing data, writing code, researching topics, and taking action across tools.  This...",success,
https://www.youtube.com/watch?v=r1R3RDPvPeg,Developer State Of The Union,3213,53.55,20887,"The developer experience is being rewritten with AI. The Developer State of the Union will explore how Codex, gpt-oss, and our API open up powerful ways to build, experiment, and scale. We’ll...",success,
https://www.youtube.com/watch?v=7cKbPLzNYws,A Conversation with Sam and Jony,1722,28.7,60072,"Join Sam Altman and Jony Ive for a wide-ranging conversation about the craft of building in the age of AI. Together, they will explore the importance of strong working relationships, the design...",success,
https://www.youtube.com/watch?v=EDqQtysycT4,Built for SF by SF: AI Solutions Helping Our City Thrive,1576,26.27,7186,"No city embraces the future like San Francisco. Get inspired by local developers using AI to tackle real challenges: making SF services work, improving housing options, and strengthening community.",error: Transcripts disabled for video EDqQtysycT4,
https://www.youtube.com/watch?v=YEaKXjHENyQ,Evals in Action: From Frontier Research to Production Applications,1297,21.62,9620,"How do you measure progress when you're operating at the frontier? Step inside the evolving world of AI evaluation, where benchmarks are being redefined to capture reasoning, reliability, and...","error: Unexpected error: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",
https://www.youtube.com/watch?v=70ush8Vknx8,"Sora, ImageGen, and Codex: The Next Wave of Creative Production",1355,22.58,35763,"AI is changing how quickly creative ideas can become reality. In this session, we’ll walk through how we built a custom creative tool for film, media, and brand campaign workflows. We’ll...",success,
https://www.youtube.com/watch?v=WrANK9oFfHw,AMA: Scaling AI Applications into the Enterprise,1630,27.17,4596,"Join a live AMA with Decagon & Clay founders and an Andreessen Horowitz investor on cracking enterprise AI adoption—why many enterprise AI pilots fail, what founders get wrong, and how they...",success,
https://www.youtube.com/watch?v=ER9Hqly28Qw,Model Behavior: The Science of AI Style,1041,17.35,3901,"Why does ChatGPT sound the way it does? Go behind the scenes to see how the style a model emerges, the trade-offs researchers weigh, and what the future of tone and voice in human-AI interaction...",success,
https://www.youtube.com/watch?v=TK9MN22q6E0,Measuring Agents With Interactive Evaluations,1265,21.08,4020,"Agents explore, plan, and reliably execute across diverse, long-horizon tasks—challenges that static benchmarks can't measure.   Hear from Greg Kamradt, President of the ARC Prize Foundation,...",success,
https://www.youtube.com/watch?v=Gr41tYOzE20,Shipping with Codex,1734,28.9,44961,"""Hear how OpenAI engineers use Codex to rethink how code gets written, refactored, and merged.   From pair programming in your local environment to delegating tasks to the cloud, this session...",success,
https://www.youtube.com/watch?v=1HL2YHRj270,Building with Open Models,1358,22.63,8420,"Go beyond out-of-the-box models with gpt-oss, OpenAI's newest open model series. Discover how gpt-oss lets you adapt, extend, and fine-tune to your needs while combining seamlessly with GPT-5...",success,
https://www.youtube.com/watch?v=-l0OqapibAA,Live Demo Showcase: Tools That 10x Your Codebase,1805,30.08,10733,"The best dev teams scale impact, not headcount. In this session, founders from Charlie Labs, Warp, CodeRabbit, and Jam will demo tools that speed up shipping, streamline code reviews, and keep...",success,
https://www.youtube.com/watch?v=nKuXMDCtyQI,OpenAI on OpenAI: Applying AI to Our Own Workflows,1585,26.42,11482,"Ever wonder how OpenAI is using our own technology? Discover how we build reliable agents for sales, support, finance, and data, then take home a framework for spotting and scaling high-leverage...",success,
https://www.youtube.com/watch?v=DwGNK1DUFsM,AgentKit Demo,564,9.4,48716,Follow along as Christina Huang builds and embeds an AI agent powered by AgentKit directly into the OpenAI Dev Day website in under 8 minutes.  Christina quickly builds an agent that: - Creates...,success,
https://www.youtube.com/watch?v=KplSDxYv9xU,Orchestrating Agents at Scale,1235,20.58,17193,"Click, connect, create. Learn how to quickly design and deploy enterprise-grade agents with a new suite of agentic platform tools.",success,
https://www.youtube.com/watch?v=3KAI__5dUn0,Context Engineering & Coding Agents with Cursor,1123,18.72,34729,"Cursor has grown from next action prediction to fully autonomous coding agents. Learn how they’ve built their agent harness and tools, approached context engineering, and enabled support...",success,
https://www.youtube.com/watch?v=2C4Cs6503gw,Apps in ChatGPT,70,1.17,670301,"You can now chat with apps in ChatGPT.  Apps in ChatGPT are starting to roll out today to Free, Go, Plus, and Pro users outside of the EU. More pilot partner apps and availability coming soon.",success,
https://www.youtube.com/watch?v=44eFf-tRiSg,Intro to Agent Builder,330,5.5,1542953,"Christina Huang from OpenAI guides you through Agent Builder—a new visual tool to create agentic workflows.   Drag and drop nodes, connect tools, and publish your workflows with ChatKit and...",success,
https://www.youtube.com/watch?v=Gdzm0-8_61c,The Quack: Part 1 by Sora 2,119,1.98,119280,,success,
https://www.youtube.com/watch?v=MkONqpRVFDo,Bloopers by Sora 2,115,1.92,120247,,success,
https://www.youtube.com/watch?v=RkXopzfW6Vg,GPT-5 unites intent and reasoning for Mercado Libre,47,0.78,30600,"For a company that operates at Mercado Libre’s scale - thousands of internal tools, millions of customers - managing AI agents has meant juggling multiple models for different tasks. Early...",success,
https://www.youtube.com/watch?v=lEcg6AJ6DVY,This is Sora 2,58,0.97,728330,"This is Sora 2, our most advanced video generation model yet that puts vivid, expressive creation into everyone’s hands.  Sora 2 can do things that are exceptionally difficult for prior video...",success,
https://www.youtube.com/watch?v=1PaoWKvcJP0,Sound on for Sora 2,134,2.23,501816,"Introducing the Sora app, powered by Sora 2.  Inside the app, you can create, remix, and bring yourself or your friends into the scene through cameos—all within a customizable feed designed...",success,
https://www.youtube.com/watch?v=mWeVr6f50V0,Converting inbound leads into customers at OpenAI,153,2.55,42091,"Turning inbound leads into customers takes quick, personal follow-up. Tailor Assist gives every prospect a thoughtful response at scale, using AI to craft answers that feel authentic and helpful.",success,
https://www.youtube.com/watch?v=Up7LFjsH6aU,Improving support with every interaction at OpenAI,141,2.35,9806,"Great support is about speed and quality. See how OpenAI’s support agent uses AI to triage requests, recommend next steps, and keep response times low—helping our team deliver faster, more...",success,
https://www.youtube.com/watch?v=hzpPKuaJISk,Empowering teams to unlock insights faster at OpenAI,127,2.12,8610,"Millions of support tickets, research notes, and product questions flow through OpenAI every year. Research Assistant helps teams cut through the noise by analyzing data, surfacing insights,...",success,
https://www.youtube.com/watch?v=JLsZoR_3-J8,Driving sales productivity and customer success at OpenAI,107,1.78,13429,"Sales teams at OpenAI use GTM Assistant to work smarter every day. Learn how this internal tool automates meeting prep, centralizes knowledge, and surfaces top-selling practices so reps can...",success,
https://www.youtube.com/watch?v=i-O37AtVkp0,Turning contracts into searchable data at OpenAI,114,1.9,30317,"OpenAI built DocuGPT to turn messy contract files into clean, searchable data in minutes. See how the team designed a system that extracts key details, cuts turnaround times, and gives everyone...",success,
https://www.youtube.com/watch?v=C6qcZdtIv54,Buy it in ChatGPT: Instant Checkout and the Agentic Commerce Protocol,30,0.5,69233,"ChatGPT already helps millions of people find what to buy. Now it can help them buy it too.  We’re introducing Instant Checkout in ChatGPT with @Etsy and @Shopify, and open-sourcing the Agentic...",error: Transcripts disabled for video C6qcZdtIv54,
https://www.youtube.com/watch?v=To04SSylvVY,Dish with ChatGPT,31,0.52,109536,Figure out what meal will impress…and learn how to make it with ChatGPT.  🎧 Music: “Fool” by Perfume Genius,success,
https://www.youtube.com/watch?v=IqC3YrIzbQw,Pull-Up with ChatGPT,30,0.5,93372,"Get stronger, one pull-up at a time with ChatGPT.  🎧 Music: “Someone, Somewhere (In Summertime)” by Simple Minds",error: Transcripts disabled for video IqC3YrIzbQw,
https://www.youtube.com/watch?v=go4o6jiy8qE,Road Trip with ChatGPT,30,0.5,65808,"Plan your next road trip, right down to the playlist, with ChatGPT.   🎧 Music: “Brother Love’s Travelling Salvation Show” by Neil Diamond",error: Transcripts disabled for video go4o6jiy8qE,
https://www.youtube.com/watch?v=nk6IjAnCCqw,Introducing ChatGPT Pulse,68,1.13,154621,"Today we’re releasing a preview of ChatGPT Pulse to Pro users—a new experience where ChatGPT proactively does research to deliver personalized updates based on your chats, feedback, and...",error: Transcripts disabled for video nk6IjAnCCqw,
https://www.youtube.com/watch?v=OXOypK7_90c,Codex and the future of coding with AI — the OpenAI Podcast Ep. 6,3040,50.67,64652,What happens when AI becomes a true coding collaborator? OpenAI co-founder Greg Brockman and Codex engineering lead Thibault Sottiaux talk about the evolution of Codex—from the first glimpses...,success,
https://www.youtube.com/watch?v=WvMqA4Xwx_k,Build Hour: Codex,3188,53.13,41570,"Codex is now one agent for everywhere you code — connected by your ChatGPT account. This Build Hour is a hands-on walkthrough of how to use all its features, including the new IDE extension...",success,
https://www.youtube.com/watch?v=2TK9tFZoBRg,Lowe’s gets answers faster with GPT-5,50,0.83,14950,"Lowe’s has built their AI strategy around three pillars: ""how we shop"", ""how we sell"", and ""how we work"". GPT-5 can help all three pillars by holding context longer, applying reasoning across...",success,
https://www.youtube.com/watch?v=r84e46MDMdc,GPT-5 reshapes how teams work at Moderna,60,1.0,9882,"At Moderna, scientists who have never written code are generating algorithms in minutes in plain English using GPT-5. In this short video, Brice Challamel, Head of AI Products & Innovation,...",success,
https://www.youtube.com/watch?v=ITMouQ_EuXI,Build Hour: GPT-5,3516,58.6,42542,"GPT-5 is OpenAI’s most steerable reasoning model yet. This Build Hour walks through its new capabilities, how to use it in the Responses API, and practical prompting techniques for coding...",success,
https://www.youtube.com/watch?v=8St8elOrRPY,Build Hour: Built-In Tools,3661,61.02,6992,"Built-in tools let you extend models out of the box without writing custom functions.  This Build Hour shows you how to use web search, file search, code interpreter, MCP, and image generation...",success,
https://www.youtube.com/watch?v=rpj1m0wYs8M,Build Hour: Voice Agents,3282,54.7,12625,"Voice agents don’t just transcribe anymore — they think, talk, and call tools in real time.  This Build Hour demos speech-to-speech agents built with the Realtime API and Agents SDK that...",success,
https://www.youtube.com/watch?v=YWLOo_fc5oA,Build Hour: Reinforcement Fine-Tuning,3588,59.8,11760,"Reinforcement fine-tuning (RFT) lets you improve how models reason by training with graders instead of large labeled datasets. This Build Hour shows you how to set up tasks, design grading...",success,
https://www.youtube.com/watch?v=7E-qdsVEoB8,Build Hour: Agentic Tool Calling,3314,55.23,13893,"In 2025, agents don’t just think — they run code, call tools, and complete tasks.  This Build Hour is a hands-on walkthrough of how to design agentic systems that reason and act using OpenAI’...",success,
https://www.youtube.com/watch?v=8kM5aDD5gLI,Build Hour: Image Gen,3136,52.27,9730,"Over 130M people created images with Image Gen in its first week inside ChatGPT. Now, with Image Gen in the API, developers can build the same capabilities directly into their own apps and...",success,
https://www.youtube.com/watch?v=Iet5eRirzlY,Bain accelerates client value with GPT-5,53,0.88,12900,"Bain & Company has embedded GPTs across its business, with dozens of proprietary applications and nearly 25,000 custom versions in use. Gene Rapoport, Partner & AI Leader in the Private Equity...",success,
https://www.youtube.com/watch?v=0Ka-Je6mIs8,OpenAI to Z Challenge,586,9.77,21734,"10,000+ people joined the OpenAI to Z Challenge to explore how AI can push the archaeological frontier in the Amazon.  The winner is Team Black Bean, which used deep learning on public LiDAR...",success,
https://www.youtube.com/watch?v=Dz34AXx2qfc,Canva prototypes faster with GPT-5,53,0.88,53816,"Canva has always used AI to make design more accessible. CJ Jones, Canva’s Global Head of Design, GenAI, is using GPT-5 to prototype new features like polls and quizzes, and build faster...",success,
https://www.youtube.com/watch?v=L--pCNSt3F4,Uber uses GPT-5 to balance speed and quality,43,0.72,22787,"Uber's early explorations with GPT-5 have shown the potential to deliver richer responses that feel more natural and helpful. Hear more from Jai Malkani, Uber’s Global Head of AI & Product,...",success,
https://www.youtube.com/watch?v=yBzStBK6Z8c,"AGI progress, surprising breakthroughs, and the road ahead — the OpenAI Podcast Ep. 5",2424,40.4,82830,How close are we to automating scientific discovery? What do AI competition wins really tell us about progress toward AGI? OpenAI Chief Scientist Jakub Pachocki and researcher Szymon Sidor...,success,
https://www.youtube.com/watch?v=boJG84Jcf-4,Introducing GPT-5,90,1.5,535120,"Introducing GPT-5, our best AI system yet!  GPT-5 features state-of-the-art performance across coding, math, writing assistance, health, visual perception, and more.  Use GPT-5 to build websites,...",error: Transcripts disabled for video boJG84Jcf-4,
https://www.youtube.com/watch?v=-gXmWYQtv5o,Surprising developers with GPT-5,395,6.58,305081,"Five developers—Simon Willison, Claire Vo, Theo Browne, Shawn Wang, and Ben Hylak—are invited to OpenAI, not knowing who else is coming or why. Before GPT-5’s public release, they get...",success,
https://www.youtube.com/watch?v=tqPQB5sleHY,Coding and Design with GPT-5,124,2.07,251209,"ChatGPT has transformed the way people code, and GPT-5 is our best and most aesthetically intuitive coding model to date.  Designer, developer, and CEO Pietro uses GPT-5 to bring his app ideas...",success,
https://www.youtube.com/watch?v=mr-Z2nPLPAU,GPT-5 for Scientific Discovery,91,1.52,35187,"Olivier Godement Head of Platform Product, and Amgen's SVP of AI & Data Sean Bruich sit down to discuss how GPT-5 helps them accelerate their mission of serving patients.",success,
https://www.youtube.com/watch?v=kjKMZZiO-lM,Powering Creativity with GPT-5,129,2.15,102737,"GPT-5 is our most creative and best writing model to date. It’s capable of helping you write with literary depth and nuance, and is better at helping you with everyday tasks like drafting...",success,
https://www.youtube.com/watch?v=PQUcIbSEBCM,Coding with GPT-5,428,7.13,414362,"Greg Brockman sits down with Michael Truell, Cursor Co-Founder and CEO, to chat about GPT-5's coding capabilities.",success,
https://www.youtube.com/watch?v=J_IvPcrTtdo,Empowering a Medical Researcher with GPT-5,127,2.12,198680,"GPT-5 is our most intelligent model to date, capable of generating novel hypotheses, saving medical researchers time and pushing the frontier of science.  Immunologist and professor Dr. Derya...",success,
https://www.youtube.com/watch?v=2jqS7JD0hrY,GPT-5: Our best model for work,176,2.93,322881,"Meet GPT-5 — our most capable model yet. It figures out how hard to think, which tools to use, and suggests next steps so you can get from idea to execution faster.  In this demo, watch GPT-5...",success,
https://www.youtube.com/watch?v=AGr_Xolg0Ps,Delegate work to ChatGPT agent,156,2.6,444815,"See ChatGPT agent in action — researching, coding, and taking action online to complete an ecommerce business plan in minutes.  In this demo, you’ll watch it: - Find ecommerce and health...",success,
https://www.youtube.com/watch?v=QCLkJra0PjY,Leah Belsky on how AI is transforming education — the OpenAI Podcast Ep. 4,3579,59.65,50185,"AI is redefining how we learn — from personalized tutoring to entirely new teaching models. OpenAI’s Head of Education, Leah Belsky, joins host Andrew Mayne to discuss what this shift means...",success,
https://www.youtube.com/watch?v=XDYilxy1dn8,Introducing ChatGPT Study Mode,64,1.07,816235,Introducing study mode in ChatGPT — a learning experience that helps you work through problems step-by-step instead of just getting an answer.   Built in collaboration with educators and...,error: Transcripts disabled for video XDYilxy1dn8,
https://www.youtube.com/watch?v=Ht2QW5PV-eY,ChatGPT agent Does Research & Actions,150,2.5,69879,,success,
https://www.youtube.com/watch?v=EKMHiOQPwpc,ChatGPT agent Customization,156,2.6,87379,ChatGPT agent can be customized based on your connectors to make smarter decisions and take better actions on your behalf.,success,
https://www.youtube.com/watch?v=JAQ4p662It8,ChatGPT agent Makes Spreadsheets,114,1.9,226597,"ChatGPT agent can fetch the data, generate the spreadsheet, and schedule it to run again—automatically.",success,
https://www.youtube.com/watch?v=Wgn4JeYI9lY,Introducing ChatGPT agent,128,2.13,145548,"ChatGPT agent can browse the web, book appointments, and make purchases like you would—searching, scrolling, and clicking.",success,
https://www.youtube.com/watch?v=szJI9YJNEZk,ChatGPT agent Makes Slideshows,109,1.82,150744,ChatGPT agent is your one-stop shop for fully editable presentations.,success,
https://www.youtube.com/watch?v=2wzGS_WUZYQ,A Look at ChatGPT agent,47,0.78,299182,"ChatGPT can now do work for you using its own computer.  Introducing ChatGPT agent—a unified agentic system combining Operator’s action-taking remote browser, deep research’s web synthesis,...",error: Transcripts disabled for video 2wzGS_WUZYQ,
https://www.youtube.com/watch?v=XHqC70la8Xc,"Brad Lightcap and Ronnie Chatterji on jobs, growth, and the AI economy — the OpenAI Podcast Ep. 3",3909,65.15,59816,"The future of work is arriving faster than expected. In this episode, OpenAI COO Brad Lightcap and Chief Economist Ronnie Chatterji join Andrew Mayne to discuss the impacts of AI on software,...",success,
https://www.youtube.com/watch?v=atXyXP3yYZ4,"Inside ChatGPT, AI assistants, and building at OpenAI — the OpenAI Podcast Ep. 2",4038,67.3,122555,Why was OpenAI surprised by ChatGPT’s success? What does it really mean to “reason” in an AI system? And what’s next for agentic coding and multimodal assistants? OpenAI Head of ChatGPT...,success,
https://www.youtube.com/watch?v=DB9mjd-65gw,"Sam Altman on AGI, GPT-5, and what’s next — the OpenAI Podcast Ep. 1",2424,40.4,574098,"On the first episode of the OpenAI Podcast, Sam Altman joins host Andrew Mayne to talk about the future of AI: from GPT-5 and AGI to Project Stargate, new research workflows, and AI-powered...",success,
https://www.youtube.com/watch?v=ehdGa7BRwd4,Deploying AI: How businesses worldwide are succeeding with OpenAI,96,1.6,38510,See how leading companies are using OpenAI in production and driving results across industries.,success,
https://www.youtube.com/watch?v=O-ZfXbfAMKU,Codex CLI with codex-mini,208,3.47,44500,"Fouad Matin, Hyung Won Chung, and Anup Krishnamraju demo the latest updates to Codex CLI: Sign in with ChatGPT and a new model, codex-mini, optimized for low-latency code Q&A and editing.",success,
https://www.youtube.com/watch?v=wSAkqlzSZyw,Building faster with Codex,119,1.98,243406,"See how OpenAI engineer Nacho Soto can build faster with Codex, letting him start with pre-drafted PRs and kick off tasks from anywhere. Read more about Codex, a cloud-based software engineering...",success,
https://www.youtube.com/watch?v=yHzfc1Ih7jw,Fixing papercuts with Codex,169,2.82,66110,"See how OpenAI engineer Max Johnson can finally get to fixing papercuts, rather than letting them accumulate into tech debt. Read more about Codex, a cloud-based software engineering agent,...",success,
https://www.youtube.com/watch?v=9nT_t9pZHg8,On call with Codex,135,2.25,67361,"See how OpenAI engineer Calvin French-Owen uses Codex when he's on call to triage issues and prioritize bug fixes, to help him stay focused on product work. Read more about Codex, a cloud-based...",success,
https://www.youtube.com/watch?v=i_cskqmWA3U,Personalize ChatGPT with custom instructions,130,2.17,60875,"With custom instructions, ChatGPT becomes more relevant to your day-to-day. In this demo, we show how to personalize how ChatGPT responds, delivers work, and explains concepts. Ideal for teams...",success,
